sample_idx,sample_id,yelp_idx,yelp_business_id,match_confidence,best_name_source,name_similarity,base_name_similarity,sample_name,sample_base_name,yelp_name,best_categories_source,categories_similarity,base_categories_similarity,sample_categories,sample_base_categories,yelp_categories,best_address_source,address_similarity,base_address_similarity,sample_address,sample_base_address,yelp_address
60,562949962132921,359,6zBCuzJwov08YisHZkfU2Q,0.445,2,0.44,0.44,mt caravane,mt caravane,enterprise rent-a-car,2,0.0,0.0,"['recreation_vehicle_repair', 'automotive']","['recreation_vehicle_repair', 'automotive']","['car_rental', 'hotels_&_travel']",2,0.45,0.45,"844-a rue j.-ambroise-craig, lévis, QC, G7A 2N2","844-a rue j.-ambroise-craig, lévis, QC, G7A 2N2","9213 w fairview ave, boise, ID, 83704"
61,08f44e37039615310322ab3480bdd8e9,1952,Wam2NsNELVughewWJA1OjQ,0.645,2,1.0,1.0,shell,shell,shell,1,0.0,0.2,"['gas_station', 'convenience_store', 'energy_company']","['gas_station', 'b2b_energy_mining', 'automotive', 'business_to_business']","['gas_stations', 'automotive']",2,0.29,0.29,"423 roundtree dr sw, dawson, GA, 39842","423 roundtree dr sw, dawson, GA, 39842","8703 col h weir cook memorial dr, indianapolis, IN, 46241"
63,08f29a5498484496037471212e5b1e6b,54336,0WWfLCRoSGnHyLuSG2b8UQ,0.54,2,0.64,0.64,san sebastian,san sebastian,eastman company,2,0.0,0.0,"['accommodation', 'landmark_and_historical_building', 'property_management']","['rental_services', 'apartments', 'condominium', 'real_estate_service']","['security_services', 'security_systems', 'private_investigation', 'professional_services', 'home_services']",2,0.44,0.44,"24299 paseo de valencia, laguna woods, CA, 92637","24299 paseo de valencia, laguna woods, CA, 92637","23 w padre st, santa barbara, CA, 93105"
64,08f2759aca54d76903b5f8c9dca36d19,123967,ASPCEVAIaTCdsyv5y0Q5-A,0.605,2,0.67,0.67,joseph perkins d o,joseph perkins d o,oliver c joseph,2,0.0,0.0,"['sports_medicine', 'doctor', 'health_and_medical']","['sports_medicine', 'doctor', 'health_and_medical']","['auto_repair', 'car_dealers', 'hotels_&_travel', 'automotive', 'auto_parts_&_supplies', 'car_rental']",2,0.54,0.54,"2180 pfingsten rd ste 3100, glenview, IL, 60026","2180 pfingsten rd ste 3100, glenview, IL, 60026","3795 w state route 15, belleville, IL, 62226"
65,562949960007229,555,bdfZdB2MTXlT6-RBjSIpQg,0.495,2,0.7,0.7,bristol hotel,bristol hotel,pho bistro,2,0.0,0.0,"['resort', 'hotel']","['resort', 'hotel']","['food', 'restaurants', 'chinese', 'bubble_tea', 'vietnamese']",1,0.24,0.29,"115 country music way, bristol, VA, 24201","510 birthplace of country music way, bristol, VA, 24201","903 embarcadero del norte, isla vista, CA, 93117"
66,08f44aeb866480e903682149449f77ac,6604,c7-Q-64Qgy3a5VYevB0wAw,0.52,2,0.5,0.5,kendra scott,kendra scott,victor's kitchen,2,0.0,0.0,"['jewelry_store', 'shopping', 'retail']","['fashion_accessories_store', 'jewelry_store', 'retail']","['american_(new)', 'breakfast_&_brunch', 'restaurants']",0,0.54,0.41,"3101 pga blvd, palm beach gardens, FL, 33410","gardens mall, g-119 pga boulevard 3101, palm beach gardens, FL, 33410","5571 park blvd, pinellas park, FL, 33781"
67,08f26e51040a94ee0300548c32b817b1,169,m9ncuZp0nEVhIwu24G-HRw,0.6799999999999999,2,1.0,1.0,cvs pharmacy,cvs pharmacy,cvs pharmacy,0,0.2857142857142857,0.09090909090909091,"['medical_supply', 'pharmacy', 'shopping']","['online_shop', 'pharmacy', 'drugstore', 'corporate_office', 'private_establishments_and_corporates', 'retail']","['pharmacy', 'health_&_medical', 'convenience_stores', 'drugstores', 'food', 'shopping']",2,0.36,0.36,"3901 sw 21st st, topeka, KS, 66604","3901 sw 21st st, topeka, KS, 66604","2215 shelby st, indianapolis, IN, 46203"
68,281474978186548,1019,1Y0KfitPQOSJ0ZCU950kdw,0.44999999999999996,2,0.59,0.59,fzg computerservice,fzg computerservice,g tech computer,2,0.0,0.0,"['computer_store', 'electronics', 'it_service_and_computer_repair', 'retail']","['computer_store', 'electronics', 'it_service_and_computer_repair', 'retail']","['it_services_&_computer_repair', 'local_services']",2,0.31,0.31,"heinrich-heine-str. 9, bitterfeld-wolfen, SACHSEN-ANHALT, 06766","heinrich-heine-str. 9, bitterfeld-wolfen, SAXONY-ANHALT, 06766","7827 old york rd, ste 100, elkins park, PA, 19027"
69,08f26c86642125b4031326f6a64ebbd6,32536,qw_eRqiGeYwsbTfkpd_Pqg,0.405,2,0.36,0.36,shred nations,shred nations,southern luxe beauty,2,0.0,0.0,"['shredding_services', 'professional_services']","['business_management_services', 'consultant_and_general_service', 'shredding_services', 'business_to_business_services', 'business_to_business']","['beauty_&_spas', 'makeup_artists', 'hair_salons', 'hair_stylists']",0,0.45,0.43,"14902 preston rd, dallas, TX, 75254","14902 preston rd 404, dallas, TX, 75254","31 eagles ct, mount juliet, TX, 37122"
70,1125899908351517,486,Cyy0zZz5ixYjSX4o4sacpg,0.445,2,0.45,0.45,wellstar radiation oncology,wellstar radiation oncology,lip collision,2,0.0,0.0,"['oncologist', 'doctor', 'medical_center', 'public_health_clinic', 'health_and_medical']","['oncologist', 'doctor', 'medical_center', 'public_health_clinic', 'health_and_medical']","['body_shops', 'automotive']",2,0.44,0.44,"148 bill carruth pkwy ste ll30, hiram, GA, 30141","148 bill carruth pkwy ste ll30, hiram, GA, 30141","320 elm ave, north wales, PA, 19454"
71,08f44d0b21db402403ebbb87ae0839ba,269,s_lHc_CrkzOTY3k4VNtN8w,0.44999999999999996,1,0.4,0.48,tammy medlin fnp,tammy medlin,indy fuel,2,0.0,0.0,"['doctor', 'health_and_medical']","['doctor', 'health_and_medical']","['professional_sports_teams', 'arts_&_entertainment']",1,0.38,0.42,"97 sea island pkwy., ste 203, lady's island, SC, 29907","97 sea island pkwy ste 203, beaufort, SC, 29907","1202 e 38th st, indianapolis, IN, 46205"
74,08f1f830f49208e3032af3d05c24923a,984,g6VqerF6K0MeiSODAK5PBA,0.47,2,0.53,0.53,bl tenhandwerk,bl tenhandwerk,mh pomander's bridal,2,0.0,0.0,['flowers_and_gifts_shop'],"['florist', 'organic_grocery_store', 'retail']","['bridal', 'jewelry', 'fashion', 'sewing_&_alterations', ""women's_clothing"", 'local_services', 'shopping']",1,0.39,0.41,"stadthausstrasse 8, huttwil, BE, 04950","stadthausstrasse 8, huttwil, BERN, 04950","1101 e 54th st, ste a, indianapolis, IN, 46220"
76,1125899913126469,95686,OvWyoZ7ctVOiLsizC0Bebw,1.0,1,0.76,1.0,skh locksmiths & security,skh locksmiths,skh locksmiths,2,0.0,0.0,['key_and_locksmith'],['key_and_locksmith'],"['home_services', 'keys_&_locksmiths', 'security_services', 'security_systems', 'automotive', 'home_automation', 'auto_security', 'professional_services']",2,1.0,1.0,"469 lincoln ave, hatboro, PA, 19040","469 lincoln ave, hatboro, PA, 19040","469 lincoln ave, hatboro, PA, 19040"
78,08f2a845462cab2e03f8a9075a562e04,3221,GSkye5NBfFMmzyH_azwT2w,0.475,2,0.53,0.53,strother brothers auto care,strother brothers auto care,tony's auto repair,1,0.0,0.3333333333333333,"['automotive_repair', 'professional_services', 'auto_body_shop']","['brake_service_and_repair', 'automotive']","['auto_repair', 'automotive']",2,0.42,0.42,"6046 valencia rd, valencia, PA, 16059","6046 valencia rd, valencia, PA, 16059","64 ferry st, yardley, PA, 19067"
79,08f29a1baeb2832203e9d467f859f591,1084,BMTtMWDR3zcR5T30GFDoXQ,0.56,1,0.53,0.65,home instead,home instead senior care,ca pro home inspection,2,0.0,0.0,"['home_health_care', 'retirement_home', 'health_and_medical']","['home_health_care', 'personal_care_service', 'health_and_medical']","['real_estate', 'home_services', 'home_inspectors', 'handyman', 'real_estate_services']",1,0.36,0.47,"6593 collins dr, moorpark, CA, 93021","6593 collins dr ste d-10, moorpark, CA, 93021","3463 state st, ste 139, santa barbara, CA, 93105"
80,1407374890969242,368,Ot4bRWWO681vXZIgnLfjEA,0.435,1,0.27,0.4,im immobilien gmbh,im immobilien,arizona tile,2,0.0,0.0,['real_estate_agent'],['real_estate_agent'],"['shopping', 'home_decor', 'flooring', 'home_services', 'kitchen_&_bath', 'home_&_garden', 'building_supplies', 'interior_design']",1,0.25,0.47,"gerdensiek 8, bad essen, NIEDERSACHSEN, 49152","gerdensiek 8, bad essen, LOWER SAXONY, 49152","756 e. ft. lowell, tucson, AZ, 85719"
82,08f1f8eadc596c5a0319a1d657ac47cf,1390,irH-OtXTEkR6Ovjs0YD8DA,0.42,2,0.43,0.43,markus fink gmbh,markus fink gmbh,thomas lofts,2,0.0,0.0,"['car_dealer', 'automotive_dealer']","['customized_merchandise', 'department_store', 'automotive', 'retail']","['home_services', 'real_estate', 'apartments']",2,0.41,0.41,"ladau 273, krumbach, 06942","ladau 273, krumbach, 06942","726 728 market st, philadelphia, PA, 19106"
83,08f1f88243665d18033b4f1690be86cc,1183,5wgoIQXyP3BEPZLiVi1W8A,0.445,0,0.46,0.35,kini bike world,kini bike world - ktm kini gmbh,howlin' wolf,2,0.0,0.0,"['motorsports_store', 'motorcycle_repair', 'clothing_store']","[""children's_clothing_store"", 'clothing_store', 'engine_repair_service', 'motorcycle_dealer', 'it_service_and_computer_repair', 'automotive', 'retail']","['arts_&_entertainment', 'restaurants', 'bars', 'music_venues', 'pubs', 'nightlife', 'american_(traditional)']",1,0.36,0.43,"larchwald 360, 06210","larchwald 360, wiesing, TYROL, 06210","907 s peters st, new orleans, LA, 70130"
84,08f2b99319ba884303b7c209761f4881,370,VeqkfRUzZAKlQer3npXPdQ,0.525,2,0.56,0.56,china garden kitchen,china garden kitchen,new india's kitchen,2,0.0,0.0,"['chinese_restaurant', 'restaurant', 'asian_restaurant']","['pan_asian_restaurant', 'restaurant']","['restaurants', 'indian', 'buffets', 'diners', 'pakistani']",2,0.49,0.49,"268 winton rd n, rochester, NY, 14610","268 n winton rd, rochester, NY, 14610","14222 manchester rd, ballwin, MO, 63011"
85,08f2a122b34060f1033f6a3fcca4ddb0,15614,z1X6sNx4ESw4wi0QQpuKWw,0.67,1,0.37,0.42,target store richland-twp,target richland twp,green chili indian restaurant,2,0.0,0.0,"['department_store', 'shopping', 'retail']","['department_store', 'retail']","['restaurants', 'indian']",2,0.92,0.92,"610 n west end blvd, quakertown, PA, 18951","610 n west end blvd, quakertown, PA, 18951","641 s west end blvd, quakertown, PA, 18951"
86,08f44c172aba3061037c50a9d048d1eb,655,jKb0H78PubnEMa5JoXdnvw,0.47,0,0.37,0.31,roto-rooter plumbing and water cleanup,roto-rooter plumbing & water cleanup of loganville,harpeth cleaners,2,0.0,0.0,"['plumbing', 'construction_services', 'home_service']",['plumbing'],"['dry_cleaning', 'local_services', 'laundry_services', 'dry_cleaning_&_laundry']",1,0.49,0.57,"150 athens hwy, loganville, GA, 30052","150 athens highway ste 500, loganville, GA, 30052","8127 highway 100, nashville, TN, 37221"
87,08f61ab71132610d03372ca4b1fb884a,282,x7_p5O3ChQa7shdHCcLHZQ,0.46499999999999997,1,0.37,0.46,poorvika mobiles,poorvika mobiles cuddalore - opp to bus stand,olivier's creole restaurant,2,0.0,0.0,"['mobile_phone_store', 'electronics', 'shopping']","['electronics', 'mobile_phone_store', 'electronic_parts_supplier', 'business_equipment_and_supply', 'business_to_business', 'retail']","['event_planning_&_services', 'party_&_event_planning', 'restaurants', 'seafood', 'soul_food', 'southern', 'ethnic_food', 'specialty_food', 'venues_&_event_spaces', 'cajun/creole', 'food']",0,0.47,0.27,"66 lawrence road, cuddalore, 607002","no.75, lawrence road, opposite to bus stand, muthaiya nagar, thirupapuliyur, cuddalore, TAMIL NADU, 607002","204 decatur st, new orleans, LA, 70130"
88,08f27592c10d2d650338beb892e9fd00,101261,V14AhCUeBCs311VFxGdGmw,0.455,2,0.37,0.37,hyatt house chicago naperville warrenville,hyatt house chicago naperville warrenville,dairy queen grill & chill,2,0.0,0.0,"['hotel', 'accommodation', 'bar']","['venue_and_event_space', 'resort', 'hotel', 'travel']","['american_(new)', 'restaurants', 'ice_cream_&_frozen_yogurt', 'food', 'burgers', 'fast_food', 'american_(traditional)']",1,0.53,0.54,"27554 maecliff dr s, warrenville, IL, 60555","27554 maecliff dr, warrenville, IL, 60555","175 marketplace dr, waterloo, IL, 62298"
89,08f2a9396326e44303a5099d3abe75d9,2,tUFrWirKiKi_TAnsVWINQQ,0.46,2,0.53,0.53,truenorth,truenorth,target,2,0.0,0.0,"['convenience_store', 'gas_station', 'liquor_store']","['convenience_store', 'atms', 'retail']","['department_stores', 'shopping', 'fashion', 'home_&_garden', 'electronics', 'furniture_stores']",2,0.39,0.39,"5737 n us highway 68, wilmington, OH, 45177","5737 n us highway 68, wilmington, OH, 45177","5255 e broadway blvd, tucson, AZ, 85711"
90,08f1f91ac245659b038927a04bb21a00,574,PW5eZM5RAQEhy3wgovChhQ,0.545,0,0.75,0.65,victoria coiffure,victoria coiffure florissant,cafe victoria's,2,0.0,0.0,"['beauty_product_supplier', 'hair_salon', 'business_equipment_and_supply']","['beauty_product_supplier', 'hair_salon', 'business_equipment_and_supply', 'holding_companies', 'beauty_and_spa', 'business_to_business']","['food', 'cafes', 'restaurants', 'coffee_&_tea', 'breakfast_&_brunch']",2,0.34,0.34,"route de florissant 62, genève, GENEVA, 01206","route de florissant 62, genève, GENEVA, 01206","325 n 12th st, philadelphia, PA, 19107"
91,1970324838543680,223,QU-X2Pijwd4SitfYXoZWMQ,0.525,2,0.75,0.75,bargain tree service,bargain tree service,mason's tree service,2,0.16666666666666666,0.16666666666666666,"['christmas_trees', 'tree_services', 'online_shop', 'landscaping', 'retail']","['christmas_trees', 'tree_services', 'online_shop', 'landscaping', 'retail']","['home_services', 'tree_services']",2,0.3,0.3,"2811 warners rd, warners, NY, 13164","2811 warners rd, warners, NY, 13164","west chester, PA, 19380"
92,1125899909801843,7156,uGnUZSZxtDrgr2EVe-7uHQ,0.55,2,0.68,0.68,cornerstone inspections,cornerstone inspections,blt inspections,2,0.0,0.0,['inspection_services'],['inspection_services'],"['home_inspectors', 'home_services']",2,0.42,0.42,"2100 se 17th st ste 110, ocala, FL, 34471","2100 se 17th st ste 110, ocala, FL, 34471","1810 w kennedy blvd, ste 310, tampa, FL, 33606"
93,1407374890375385,59,JgpnXv_0XhV3SfbfB50nxw,0.555,2,0.65,0.65,hungry howie's pizza,hungry howie's pizza,joe's pizza,2,0.0,0.0,"['pizza_delivery_service', 'food_delivery_service', 'pizza_restaurant', 'food', 'restaurant']","['pizza_delivery_service', 'food_delivery_service', 'pizza_restaurant', 'food', 'restaurant']","['restaurants', 'pizza']",2,0.46,0.46,"1844 mcfarland blvd, northport, AL, 35476","1844 mcfarland blvd, northport, AL, 35476","2038 n dale mabry hwy, tampa, FL, 33607"
94,08f1f8c261c63d18034bc43e16fabed6,1337,XUTboDILPqOYaEfR6yuPww,0.44,2,0.51,0.51,friseursalon meisterfriseur soul,friseursalon meisterfriseur soul,my salon suite of st petersburg,2,0.0,0.0,"['hair_salon', 'beauty_salon', 'beauty_and_spa']","['hair_salon', 'beauty_and_spa']","['beauty_&_spas', 'hair_salons', 'skin_care', 'massage_therapy', 'waxing', 'hair_stylists', 'hair_removal', 'nail_salons', 'massage', 'health_&_medical']",2,0.37,0.37,"haunstetter straße 258, augsburg, 86179","haunstetterstr. 258, augsburg, BAVARIA, 86179","415 3rd st s, st. petersburg, FL, 33701"
95,844424933664824,875,7Ct4QuWaY63DkAOXqEiVGA,0.42500000000000004,2,0.3,0.3,gruppo bossoni - alfa romeo,gruppo bossoni fiat professional,hong kong chinese restaurant,2,0.0,0.0,['automotive'],['automotive'],"['chinese', 'restaurants']",2,0.55,0.55,"via castelleone, 136, cremona, CR, 26100","via castelleone 136, cremona, CR, 26100","326 n chester pike, glenolden, PA, 19036"
96,1970324838900665,1295,vQ3bOb_sq0peWxJx3VoCDw,0.48,2,0.5,0.5,jimmy john's,jimmy john's,jimmy b's eatery & pub,2,0.0,0.0,"['fast_food_restaurant', 'sandwich_shop', 'delicatessen', 'restaurant']","['fast_food_restaurant', 'sandwich_shop', 'delicatessen', 'restaurant']","['pubs', 'american_(traditional)', 'restaurants', 'bars', 'nightlife']",2,0.46,0.46,"301 central ave nw ste. 305, albuquerque, NM, 87102","301 central ave nw ste. 305, albuquerque, NM, 87102","10598 n college ave, ste 400, indianapolis, IN, 46280"
97,08f48ebb4851970903f9e70e6c491185,11190,lv2ogJsFaaCIeVOS0HBakw,0.605,1,0.25,0.8,indigo,indigo apartments,vintage apartments,2,0.2,0.2,"['accommodation', 'landmark_and_historical_building', 'real_estate']","['rental_services', 'apartments', 'real_estate_service']","['real_estate', 'apartments', 'home_services']",2,0.41,0.41,"16160 s 50th st, phoenix, AZ, 85048","16160 s 50th st, phoenix, AZ, 85048","8225 e speedway blvd, tucson, AZ, 85710"
98,08f28f01514b200203d6fc2e65ce45d4,1236,KeigREOxJtmzmYRg__6FPg,0.515,1,0.33,0.56,arthur murray dance studio - beaverton,arthur murray,curry corner,2,0.0,0.0,"['dance_school', 'art_school']","['dance_wear', 'sports_wear', 'venue_and_event_space', 'specialty_school', 'wellness_program', 'theaters_and_performance_venues', 'spas', 'active_life', 'arts_and_entertainment', 'beauty_and_spa', 'education', 'health_and_medical', 'retail']","['thai', 'restaurants', 'pakistani', 'indian']",0,0.47,0.45,"10030 sw beaverton hillsdale hwy, beaverton, OR, 97005","10030 sw beaverton hillsdale highway, beaverton, OR, 97005","1200 s carrollton ave, new orleans, LA, 70118"
99,08f195b614a70ba603c3acc5ff81ea94,472,5iuo1kvv0XZMS0bUOoLz2Q,0.43,2,0.5,0.5,itsso travel torquay,itsso travel torquay,bistro st tropez,2,0.0,0.0,"['travel_services', 'travel_company']","['travel_agents', 'travel']","['restaurants', 'french']",1,0.23,0.36,"38 fore street, torquay, ENG, TQ1 4LX","38 fore street, st marychurch, torquay, TQ1 4LX","2400 market st, ste 427, philadelphia, PA, 19103"
100,2251799819231247,413,CsjKkpApaYJDd5woO9sP4w,0.665,0,1.0,0.38,petco,petco animal supplies,petco,2,0.3333333333333333,0.3333333333333333,"['pet_groomer', 'pet_training', 'pet_store', 'arts_and_crafts', 'pet_services', 'pets', 'retail']","['pet_groomer', 'pet_training', 'pet_store', 'arts_and_crafts', 'pet_services', 'pets', 'retail']","['pets', 'pet_groomers', 'pet_training', 'pet_services', 'pet_stores']",2,0.33,0.33,"2565 ne 10th ct, homestead, FL, 33033","2565 ne 10th ct, homestead, FL, 33033","11147 park blvd, seminole, FL, 33772"
101,08f268ccb130020c031d3ba739673d8b,44088,C_k12ohqzRrF0P9aJVwocQ,0.41000000000000003,2,0.43,0.43,carpet mill outlet stores,carpet mill outlet stores,travis darnell photography,2,0.0,0.0,"['carpet_store', 'flooring_store', 'retail']","['carpet_store', 'flooring_store', 'retail']","['photographers', 'event_planning_&_services', 'professional_services']",2,0.39,0.39,"9086 w bowles ave, littleton, CO, 80123","9086 w bowles ave, littleton, CO, 80123","denver, CO, 80210"
102,08f445000040c7690331215c512885a3,1596,TOQWqz5Cmd9H_va3HqYlIw,0.535,2,0.67,0.67,u-haul moving & storage of bel air,u-haul moving & storage of bel air,gateway moving & storage,2,0.0,0.0,"['truck_rentals', 'automotive']","['truck_rentals', 'automotive']","['movers', 'home_services', 'self_storage', 'local_services']",2,0.4,0.4,"200 w i65 service rd s, mobile, AL, 36608","200 w i65 service rd s, mobile, AL, 36608","12747 olive blvd, saint louis, MO, 63141"
104,08f2aa6ce15a18c903e7ee69db302e3e,1192,KDIkj7rASjiE1xUnyXALnQ,0.525,0,0.43,0.28,west herr cadillac,west herr cadillac of east aurora,ham's deli,2,0.0,0.0,['automotive'],['automotive'],"['event_planning_&_services', 'delis', 'sandwiches', 'restaurants', 'caterers', 'american_(traditional)']",2,0.62,0.62,"535 main st, east aurora, NY, 14052","535 main st, east aurora, NY, 14052","105 n main st, st charles, MO, 63301"
105,1688849865801923,7840,5hJZe_v9Ax5GjXJCMQ9ijw,0.455,2,0.39,0.39,providence queen of valley medical center minimally invasive surgery,providence queen of valley medical center minimally invasive surgery,fedex office print & ship center,2,0.0,0.0,"['surgeon', 'doctor', 'surgical_center', 'health_and_medical']","['surgeon', 'doctor', 'surgical_center', 'health_and_medical']","['printing_services', 'education', 'signmaking', 'preschools', 'shipping_centers', 'elementary_schools', 'local_services', 'colleges_&_universities', 'professional_services']",2,0.52,0.52,"1000 trancas st, napa, CA, 94558","1000 trancas st, napa, CA, 94558","1030 state st, santa barbara, CA, 93101"
106,08f392a846b9ead903aeffd974246bd5,1374,cwc-RQjGiIKRWG1ia8SEcg,0.42000000000000004,2,0.46,0.46,el carmen tanatorio crematorio,el carmen tanatorio crematorio,united water restoration group of tampa,2,0.0,0.0,['funeral_services_and_cemeteries'],"['cremation_services', 'funeral_services_and_cemeteries', 'real_estate_service', 'cemeteries']","['damage_restoration', 'home_services']",0,0.38,0.28,"calle labradores, 4, medina del campo, 47400","calle de labradores, 4, local, medina del campo, VALLADOLID, 47400","4897 w waters ave, ste d, tampa, FL, 33634"
