sample_idx,names,addresses,categories,websites,phones,emails,socials,brand
1012,{'primary': 'SuporteGames Assistência Técnica'},"[{'freeform': 'Rua Lucídio Florêncio Ribeiro, 325', 'locality': 'Campina Grande do Sul', 'postcode': '83430-000', 'region': 'PR', 'country': 'BR'}]","{'primary': 'shopping', 'alternate': ['it_service_and_computer_repair', 'mobile_phone_store']}",,"[""+554131580340""]",,['https://www.facebook.com/448591288616473'],"{'wikidata': '', 'names': {'primary': 'Suportegames', 'common': {}, 'rules': []}}"
1013,{'primary': 'กิตติเวชภัณฑ์'},"[{'freeform': 'Phitsanulok Rd', 'locality': 'Bangkok', 'region': 'Krung Thep Maha Nakhon', 'country': 'TH', 'postcode': '10300'}]",{'primary': 'pharmacy'},,[null],,['https://www.facebook.com/609445026057386'],"{'wikidata': '', 'names': {'primary': 'กิตติเวชเภสัช', 'common': {}, 'rules': []}}"
1014,{'primary': 'Diş Hekimi Gülden Ege'},[{'country': 'TR'}],"{'primary': 'dentist', 'alternate': ['health_and_medical']}",,"[""+102568116652""]",,['https://www.facebook.com/1150976578343206'],"{'wikidata': '', 'names': {'primary': 'Diş Hekimi Gülden Ege', 'common': {}, 'rules': []}}"
1015,{'primary': 'Vivian Medical Centre'},"[{'freeform': '56 Vivian St', 'locality': 'New Plymouth', 'postcode': '4310', 'region': 'TKI', 'country': 'NZ'}]","{'primary': 'family_practice', 'alternate': ['hospital', 'medical_center']}",['http://www.vmc.co.nz/'],"[""+6467585015""]",,['https://www.facebook.com/101816075887641'],"{'wikidata': '', 'names': {'primary': 'Vivian Medical', 'common': {}, 'rules': []}}"
1016,{'primary': 'USAA ATM'},"[{'freeform': '2921 Pat Booker Rd', 'locality': 'Universal City', 'postcode': '78148', 'region': 'TX', 'country': 'US'}]",{'primary': 'atms'},[''],"[""8005318722""]",,,"{'wikidata': '', 'names': {'primary': 'USAA ATM', 'common': {}, 'rules': []}}"
1017,{'primary': 'ABW Appliances Ashburn Showroom'},"[{'freeform': '21750 Red Rum Dr Ste #167', 'locality': 'Ashburn', 'postcode': '20147', 'region': 'VA', 'country': 'US'}]","{'primary': 'appliance_store', 'alternate': ['retail']}",['http://abwappliances.com/?utm_source=bing&utm_medium=organic&utm_campaign=Bing_Listing&utm_content=Ashburn'],"[""7037268805""]",['abw@abwappliances.com'],,"{'wikidata': '', 'names': {'primary': 'ABW Appliances Showroom: Ashburn', 'common': {}, 'rules': []}}"
1018,{'primary': 'Igreja Metodista Central em Santa Maria'},"[{'freeform': 'Rua Tuiuti, 2033', 'locality': 'Santa Maria', 'postcode': '59464-000', 'region': 'RS', 'country': 'BR'}]",{'primary': 'church_cathedral'},,"[""+555530289860""]",,['https://www.facebook.com/415259685349373'],"{'wikidata': '', 'names': {'primary': 'Igreja Metodista Central de Santa Maria', 'common': {}, 'rules': []}}"
1019,{'primary': 'Mercy Health'},"[{'freeform': '218 S Myrtle Ave', 'locality': 'Willard', 'postcode': '44890', 'region': 'OH', 'country': 'US'}]","{'primary': 'otologist', 'alternate': ['doctor', 'hospital', 'health_and_medical']}",['https://www.mercy.com/locations/specialty-locations/general-surgery/mercy-health-willard-surgery?utm_source=bing&utm_medium=organic&utm_content=local_website_link'],"[""4199333012""]",,,"{'wikidata': '', 'names': {'primary': 'Mercy Health', 'common': {}, 'rules': []}}"
1020,{'primary': 'Rocky Hill Mountain'},"[{'freeform': 'Rocky hill drive', 'locality': 'Exeter', 'region': 'CA', 'country': 'US', 'postcode': '93221'}]","{'primary': 'landmark_and_historical_building', 'alternate': ['mountain', 'farm']}",,[null],,['https://www.facebook.com/1400882776617102'],"{'wikidata': '', 'names': {'primary': 'Rocky Hill', 'common': {}, 'rules': []}}"
1021,{'primary': 'Bitcoin Depot'},"[{'freeform': '7010 N West Ave', 'locality': 'Fresno', 'region': 'CA', 'country': 'US', 'postcode': '93711'}]","{'primary': 'atms', 'alternate': ['currency_exchange']}",['https://www.bitcoindepot.com/'],"[""+16784359604""]",['support@bitcoindepot.com'],['https://www.facebook.com/105393345158772'],"{'wikidata': '', 'names': {'primary': 'Bitcoin Depot - Bitcoin ATM', 'common': {}, 'rules': []}}"
1022,{'primary': 'Colegio Madrid'},"[{'freeform': 'Calle Puente 224', 'locality': 'Tlalpan', 'postcode': '14387', 'country': 'MX'}]","{'primary': 'education', 'alternate': ['school', 'private_school']}",['https://colegiomadrid.edu.mx/'],"[""+525556732347""]",,['https://www.facebook.com/159635254060367'],"{'wikidata': '', 'names': {'primary': 'Colegio Madrid Talleres', 'common': {}, 'rules': []}}"
1023,"{'primary': ""Harrah's Casino New Orleans: Hours, Address""}","[{'freeform': '228 Poydras St', 'locality': 'New Orleans', 'region': 'LA', 'country': 'US', 'postcode': '70130'}]","{'primary': 'casino', 'alternate': ['arts_and_entertainment', 'professional_services']}",['http://www.harrahsneworleans.com/casinos/harrahs-new-orleans/casino-misc/hotel-overview.html'],"[""+18004277247""]",,['https://www.facebook.com/1463150693991708'],"{'wikidata': '', 'names': {'primary': ""Harrah's"", 'common': {}, 'rules': []}}"
1024,{'primary': 'Vulcanizadora Victoria'},"[{'freeform': 'Emiliano Zapata 30', 'postcode': '10400', 'country': 'MX'}]","{'primary': 'automotive_repair', 'alternate': ['automotive', 'structure_and_geography']}",,"[""+525576381296""]",,['https://www.facebook.com/1071290679590165'],"{'wikidata': '', 'names': {'primary': 'Vulcanizadora Víctor', 'common': {}, 'rules': []}}"
1025,{'primary': 'Coinsource'},"[{'freeform': '1199 Skyway', 'locality': 'Chico', 'region': 'CA', 'country': 'US', 'postcode': '95928'}]","{'primary': 'atms', 'alternate': ['bank_credit_union', 'convenience_store']}",['https://coinsource.net/?y_source=1_MTM1ODk3NzctNDQwLWxvY2F0aW9uLndlYnNpdGU='],"[""+18055002646""]",['service@coinsource.net'],['https://www.facebook.com/110738897484682'],"{'wikidata': '', 'names': {'primary': 'Coinsource Bitcoin ATM', 'common': {}, 'rules': []}}"
1026,{'primary': 'Lloyds Pharmacy'},"[{'freeform': '71 High Street', 'locality': 'Chichester', 'postcode': 'PO20 0', 'region': 'ENG', 'country': 'GB'}]","{'primary': 'pharmacy', 'alternate': ['medical_supply', 'beauty_and_spa']}",['https://lloydspharmacy.com/'],"[""+441243604725""]",['customer-services@lloydspharmacy.co.uk'],['https://www.facebook.com/1705053453097118'],"{'wikidata': '', 'names': {'primary': 'LloydsPharmacy', 'common': {}, 'rules': []}}"
1027,{'primary': 'Prestige de Menton - Eau de Menton'},"[{'freeform': '19 Rue Saint-Michel', 'locality': 'Menton', 'postcode': '06500', 'country': 'FR'}]","{'primary': 'cosmetic_and_beauty_supplies', 'alternate': ['boutique']}",['http://www.prestigedementon.com'],"[""+33493570087""]",,['https://www.facebook.com/770876209778444'],"{'wikidata': '', 'names': {'primary': 'Prestige de Menton', 'common': {}, 'rules': []}}"
1028,{'primary': 'Osteria Del Tempo Perso'},"[{'freeform': 'Vico del Vecchio, 7', 'locality': 'Sulmona', 'postcode': '67039', 'region': '65', 'country': 'IT'}]","{'primary': 'pizza_restaurant', 'alternate': ['restaurant', 'italian_restaurant']}",['http://l-osteria-del-tempo.poi.place'],"[""+39086452545""]",,['https://www.facebook.com/214712075307041'],"{'wikidata': '', 'names': {'primary': 'Osteria del Tempo Perso', 'common': {}, 'rules': []}}"
1029,{'primary': 'โรงพยาบาลสวนสัตว์ Animal Farm Veterinary Hospital'},"[{'freeform': '709/52-53 อ่อนนุช 7/1', 'locality': 'แขวง/เขต สวนหลวง', 'region': 'กรุงเทพฯ', 'country': 'TH', 'postcode': '10250'}]","{'primary': 'veterinarian', 'alternate': ['hospital', 'zoo']}",['http://www.animalfarmvet.com'],"[""+6623318146""]",,['https://www.facebook.com/825154630943704'],"{'wikidata': '', 'names': {'primary': 'โรงพยาบาลสวนสัตว์', 'common': {}, 'rules': []}}"
1030,{'primary': 'Barnes & Noble'},"[{'freeform': '481 N Alafaya Trl', 'locality': 'Orlando', 'region': 'FL', 'country': 'US', 'postcode': '32828'}]","{'primary': 'bookstore', 'alternate': ['coffee_shop', 'shopping']}",['https://stores.barnesandnoble.com/store/3502'],"[""+18009447323""]",,['https://www.facebook.com/1703700006539678'],"{'wikidata': '', 'names': {'primary': 'Barnes & Noble', 'common': {}, 'rules': []}}"
1031,{'primary': 'Jiffy Xpress'},"[{'freeform': '290 Highway 28', 'locality': 'Martensdale', 'postcode': '50160-7741', 'region': 'IA', 'country': 'US'}]","{'primary': 'gas_station', 'alternate': ['shopping', 'convenience_store']}",['http://p66conoco76.conocophillips.com'],"[""+16417642700""]",,['https://www.facebook.com/1507804999509785'],"{'wikidata': '', 'names': {'primary': ""Jiffy Xpress / Godfather's Pizza Express"", 'common': {}, 'rules': []}}"
1032,{'primary': 'KFC'},"[{'freeform': '1286 Broadway', 'locality': 'New York', 'region': 'NY', 'country': 'US', 'postcode': '10001'}]","{'primary': 'fast_food_restaurant', 'alternate': ['chicken_restaurant', 'restaurant']}",['https://locations.kfc.com/ny/new-york/2-penn-plaza'],"[""+12126300320""]",,['https://www.facebook.com/442692019151744'],"{'wikidata': '', 'names': {'primary': 'KFC', 'common': {}, 'rules': []}}"
1033,{'primary': 'Wescott School'},"[{'freeform': '1820 Western Ave', 'locality': 'Northbrook', 'region': 'IL', 'country': 'US', 'postcode': '60062'}]","{'primary': 'elementary_school', 'alternate': ['school', 'public_school']}",['http://www.district30.org/wescott'],"[""+18472724660""]",,['https://www.facebook.com/1397244540566829'],"{'wikidata': '', 'names': {'primary': 'Westcott School', 'common': {}, 'rules': []}}"
1034,{'primary': 'Spotless Next - Tile and Carpet Cleaning'},"[{'freeform': '3031 S Winsor Ave', 'locality': 'Yuma', 'postcode': '85365', 'region': 'AZ', 'country': 'US'}]","{'primary': 'tiling', 'alternate': ['carpet_cleaning']}",['http://www.spotlessnext.com/'],"[""9282573131""]",,,"{'wikidata': '', 'names': {'primary': 'Spotless Next Carpet and Tile Cleaning', 'common': {}, 'rules': []}}"
1035,{'primary': 'Chatka Studencka Rogacz'},"[{'freeform': 'Rogacz 1, Wilkowice', 'region': 'Śląskie', 'country': 'PL', 'postcode': '43-365'}]","{'primary': 'hostel', 'alternate': ['travel', 'cabin']}",['http://www.schronisko-rogacz.pl'],"[""+1693070531""]",,['https://www.facebook.com/316215428482184'],"{'wikidata': '', 'names': {'primary': 'Chatka Studencka Rogacz', 'common': {}, 'rules': []}}"
1036,{'primary': 'Geometra Merolla Nicola'},"[{'freeform': 'Largo Risorgimento, 7', 'locality': 'Cisterna di Latina', 'postcode': '04012', 'region': '62', 'country': 'IT'}]","{'primary': 'engineering_services', 'alternate': ['accommodation']}",['http://www.studiomerolla.it/'],"[""+390688921191""]",,['https://www.facebook.com/607599625961520'],"{'wikidata': '', 'names': {'primary': 'Geometra Nicola Merolla', 'common': {}, 'rules': []}}"
1037,"{'primary': 'Hamilton Ruritan Club', 'common': {}, 'rules': []}","[{'freeform': '4498 Edenville Rd', 'locality': 'Chambersburg', 'region': 'PA', 'country': 'US', 'postcode': '17202'}]","{'primary': 'social_service_organizations', 'alternate': ['latin_american_restaurant', 'middle_eastern_restaurant']}",['http://www.potomacdistrictruritan.com/hamilton.htm'],"[""(717) 263-5434""]",,['https://www.facebook.com/1429843610472511'],"{'wikidata': '', 'names': {'primary': 'Hamilton Ruritan Club', 'common': {}, 'rules': []}}"
1038,{'primary': 'Stade André Cancel'},"[{'freeform': '227 Avenue Gaston Baissette', 'locality': 'Mauguio', 'postcode': '34130', 'country': 'FR'}]","{'primary': 'tennis_court', 'alternate': ['active_life', 'gym']}",['http://www.mauguio-carnon.com'],"[""+10467295214""]",,['https://www.facebook.com/189970201119630'],"{'wikidata': '', 'names': {'primary': 'Stade Cancel', 'common': {}, 'rules': []}}"
1039,{'primary': 'Apotheek Luc Van Bellinghen'},"[{'freeform': 'Stationsstraat 247', 'locality': 'Herzele', 'postcode': '9550', 'country': 'BE'}]","{'primary': 'vitamins_and_supplements', 'alternate': ['pharmacy', 'medical_supply']}",['http://vanbellinghen.apotheek.be/'],"[""+3253625956""]",,['https://www.facebook.com/124608924882465'],"{'wikidata': '', 'names': {'primary': 'Apotheek Van Bellinghen Luc', 'common': {}, 'rules': []}}"
1040,{'primary': 'Craig Bagley'},"[{'freeform': '1916 Martin Dr Ste 300', 'locality': 'Weatherford', 'region': 'TX', 'country': 'US', 'postcode': '76086'}]",{'primary': 'insurance_agency'},['http://www.mader-bagley.com/'],"[""+18175940241""]",['craig@craigbagley.com'],['https://www.facebook.com/114907368530229'],"{'wikidata': '', 'names': {'primary': 'Craig Bagley - State Farm Insurance Agent', 'common': {}, 'rules': []}}"
1041,{'primary': 'AT&T Store'},"[{'freeform': '104 Shult Dr Ste A', 'locality': 'Columbus', 'postcode': '78934', 'region': 'TX', 'country': 'US'}]","{'primary': 'mobile_phone_accessories', 'alternate': ['mobile_phone_store', 'retail']}",['https://www.att.com/stores/texas/columbus/77613'],"[""9797329683""]",['attcustomercare@att.com'],,"{'wikidata': '', 'names': {'primary': 'AT&T Store', 'common': {}, 'rules': []}}"
1042,{'primary': 'Lavanderia Renata'},"[{'freeform': 'Rua Marechal Floriano, 1702', 'locality': 'Foz do Iguaçu', 'postcode': '85851-020', 'region': 'PR', 'country': 'BR'}]","{'primary': 'laundromat', 'alternate': ['professional_services']}",,"[""+5545999112674""]",,['https://www.facebook.com/104855194606678'],"{'wikidata': '', 'names': {'primary': 'Lavanderia Renata', 'common': {}, 'rules': []}}"
1043,{'primary': 'Mary Print Sardegna'},"[{'freeform': 'Via dei Gerani', 'locality': 'San Teodoro', 'region': 'Nuoro', 'country': 'IT', 'postcode': '07052'}]","{'primary': 'shopping', 'alternate': ['sign_making', 'screen_printing_t_shirt_printing']}",['https://linktr.ee/maryprintsardegna'],"[""+393315737707""]",,['https://www.facebook.com/45352416193'],"{'wikidata': '', 'names': {'primary': 'Mary Print', 'common': {}, 'rules': []}}"
1044,{'primary': 'La Taquiza de Mario'},"[{'freeform': 'Calzada Aviación 1258', 'locality': 'Mexicali', 'postcode': '21240', 'country': 'MX'}]","{'primary': 'mexican_restaurant', 'alternate': ['steakhouse', 'texmex_restaurant']}",,"[""+526865910428""]",,['https://www.facebook.com/106999717645832'],"{'wikidata': '', 'names': {'primary': 'La Taquiza de Mario #2', 'common': {}, 'rules': []}}"
1045,{'primary': 'Subway'},"[{'freeform': '46-128 Haiku Rd', 'locality': 'Kaneohe', 'region': 'HI', 'country': 'US', 'postcode': '96744'}]","{'primary': 'sandwich_shop', 'alternate': ['restaurant', 'fast_food_restaurant']}",['http://www.subway.com'],"[""+18082363898""]",,['https://www.facebook.com/199409904115400'],"{'wikidata': '', 'names': {'primary': 'Subway', 'common': {}, 'rules': []}}"
1046,"{'primary': 'Naturè', 'common': {}, 'rules': []}","[{'freeform': 'Via Aldo Moro, 6B', 'locality': 'Marzabotto', 'postcode': '40043', 'region': '45', 'country': 'IT'}]","{'primary': 'organic_grocery_store', 'alternate': ['shopping', 'delicatessen']}",,"[""+393333291676""]",,['https://www.facebook.com/301056836750377'],"{'wikidata': '', 'names': {'primary': 'Naturè', 'common': {}, 'rules': []}}"
1047,{'primary': 'PruittHealth'},"[{'freeform': '2545 Flintridge Rd Ste 110', 'locality': 'Gainesville', 'region': 'GA', 'country': 'US', 'postcode': '30501'}]","{'primary': 'hospital', 'alternate': ['home_health_care', 'hospice']}",['http://www.pruitthealth.com/'],"[""+17705337410""]",,['https://www.facebook.com/408258496627707'],"{'wikidata': '', 'names': {'primary': 'PruittHealth Hospice (Gainesville)', 'common': {}, 'rules': []}}"
1048,{'primary': 'FIBRA Experts'},"[{'freeform': 'Rua Alves Guimarães 1120, 2° andar (Pinheiros)', 'locality': 'São Paulo', 'postcode': '05410-002', 'region': 'SP', 'country': 'BR'}]",{'primary': 'condominium'},['http://fibraexperts.com.br/'],"[""1128324400""]",,,"{'wikidata': '', 'names': {'primary': 'Fibra Experts - Meet', 'common': {}, 'rules': []}}"
1049,{'primary': 'Maison du Parc de Themericourt'},"[{'freeform': 'Rue du Fléau des Mers', 'locality': 'Théméricourt', 'region': 'Ile-de-France', 'country': 'FR', 'postcode': '95450'}]","{'primary': 'landmark_and_historical_building', 'alternate': ['park', 'active_life']}",,"[""+10134486610""]",,['https://www.facebook.com/1923694321007323'],"{'wikidata': '', 'names': {'primary': 'Maison du Parc', 'common': {}, 'rules': []}}"
1050,{'primary': 'La Riviera'},"[{'postcode': '39940', 'country': 'MX'}]","{'primary': 'event_planning', 'alternate': ['bar', 'arts_and_entertainment']}",,"[""+525543130097""]",,['https://www.facebook.com/133770170162029'],"{'wikidata': '', 'names': {'primary': 'La Riviera Oficinas', 'common': {}, 'rules': []}}"
1051,{'primary': 'Coin Cloud DCM'},"[{'freeform': '2151 SE 34th Ave', 'locality': 'Amarillo', 'postcode': '79118', 'region': 'TX', 'country': 'US'}]","{'primary': 'atms', 'alternate': ['financial_service', 'currency_exchange']}",['https://www.coin.cloud/dcms?location=tootn-totum-80#map'],"[""+18066416086""]",,['https://www.facebook.com/106220691971426'],"{'wikidata': '', 'names': {'primary': 'Coin Cloud Bitcoin ATM', 'common': {}, 'rules': []}}"
1052,{'primary': 'Shirley Tennis Club'},"[{'freeform': '77 Shirley Rd', 'locality': 'Christchurch', 'postcode': '8013', 'region': 'CAN', 'country': 'NZ'}]","{'primary': 'tennis_court', 'alternate': ['stadium_arena', 'active_life']}",['https://www.shirleytennis.co.nz/'],"[""+6433850145""]",,['https://www.facebook.com/604343179685535'],"{'wikidata': '', 'names': {'primary': 'Shirley Tennis Club', 'common': {}, 'rules': []}}"
1053,"{'primary': 'Coinstar', 'common': {}, 'rules': []}","[{'freeform': '3228 Randleman Rd, Food Lion', 'locality': 'Greensboro', 'postcode': '27406', 'region': 'NC', 'country': 'US'}]",{'primary': 'atms'},['https://www.coinstar.com/kiosk-info?KioskId=10486'],"[""8009282274""]",,,"{'wikidata': '', 'names': {'primary': 'Coinstar', 'common': {}, 'rules': []}}"
1054,{'primary': 'Boulangerie Darrigrand'},"[{'freeform': 'rue Berlioz', 'locality': 'Pau', 'region': 'Pyrénées-Atlantiques', 'country': 'FR', 'postcode': '64000'}]","{'primary': 'bakery', 'alternate': ['fast_food_restaurant', 'restaurant']}",,"[""+33559023608""]",,['https://www.facebook.com/637633879770965'],"{'wikidata': '', 'names': {'primary': 'Boulangerie Pât. Darrigrand', 'common': {}, 'rules': []}}"
1055,{'primary': 'Comune di Ponderano'},"[{'freeform': 'Via Edmondo De Amicis, 7', 'locality': 'Ponderano', 'postcode': '13875', 'region': '21', 'country': 'IT'}]","{'primary': 'public_service_and_government', 'alternate': ['town_hall', 'central_government_office']}",['http://www.comunediponderano.it/'],"[""+39015541224""]",['urpponderano@ptb.provincia.biella.it'],['https://www.facebook.com/113604964562204'],"{'wikidata': '', 'names': {'primary': 'Comune Di Ponderano', 'common': {}, 'rules': []}}"
